"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Garfield County, CO","08045","2018","2018",Suppressed,59770,Suppressed
,"Garfield County, CO","08045","2019","2019",10,60061,Unreliable
,"Garfield County, CO","08045","2020","2020",Suppressed,60366,Suppressed
,"Garfield County, CO","08045","2021","2021",10,62161,Unreliable
,"Garfield County, CO","08045","2022","2022",11,62271,Unreliable
,"Garfield County, CO","08045","2023 ","2023",Suppressed,62707,Suppressed
,"Gilpin County, CO","08047","2018","2018",0,6121,Unreliable
,"Gilpin County, CO","08047","2019","2019",Suppressed,6243,Suppressed
,"Gilpin County, CO","08047","2020","2020",Suppressed,6235,Suppressed
,"Gilpin County, CO","08047","2021","2021",Suppressed,5873,Suppressed
,"Gilpin County, CO","08047","2022","2022",Suppressed,5891,Suppressed
,"Gilpin County, CO","08047","2023 ","2023",Suppressed,5926,Suppressed
,"Grand County, CO","08049","2018","2018",Suppressed,15525,Suppressed
,"Grand County, CO","08049","2019","2019",0,15734,Unreliable
,"Grand County, CO","08049","2020","2020",Suppressed,15794,Suppressed
,"Grand County, CO","08049","2021","2021",Suppressed,15860,Suppressed
,"Grand County, CO","08049","2022","2022",10,15769,Unreliable
,"Grand County, CO","08049","2023 ","2023",Suppressed,15935,Suppressed
,"Gunnison County, CO","08051","2018","2018",0,17246,Unreliable
,"Gunnison County, CO","08051","2019","2019",Suppressed,17462,Suppressed
,"Gunnison County, CO","08051","2020","2020",Suppressed,17593,Suppressed
,"Gunnison County, CO","08051","2021","2021",Suppressed,17281,Suppressed
,"Gunnison County, CO","08051","2022","2022",Suppressed,17267,Suppressed
,"Gunnison County, CO","08051","2023 ","2023",Suppressed,17321,Suppressed
,"Hinsdale County, CO","08053","2018","2018",0,811,Unreliable
,"Hinsdale County, CO","08053","2019","2019",0,820,Unreliable
,"Hinsdale County, CO","08053","2020","2020",0,808,Unreliable
,"Hinsdale County, CO","08053","2021","2021",0,781,Unreliable
,"Hinsdale County, CO","08053","2022","2022",0,775,Unreliable
,"Hinsdale County, CO","08053","2023 ","2023",Suppressed,765,Suppressed
,"Huerfano County, CO","08055","2018","2018",Suppressed,6889,Suppressed
,"Huerfano County, CO","08055","2019","2019",Suppressed,6897,Suppressed
,"Huerfano County, CO","08055","2020","2020",Suppressed,6883,Suppressed
,"Huerfano County, CO","08055","2021","2021",Suppressed,6920,Suppressed
,"Huerfano County, CO","08055","2022","2022",Suppressed,7082,Suppressed
,"Huerfano County, CO","08055","2023 ","2023",Suppressed,7055,Suppressed
,"Jackson County, CO","08057","2018","2018",0,1399,Unreliable
,"Jackson County, CO","08057","2019","2019",0,1392,Unreliable
,"Jackson County, CO","08057","2020","2020",0,1389,Unreliable
,"Jackson County, CO","08057","2021","2021",0,1363,Unreliable
,"Jackson County, CO","08057","2022","2022",0,1302,Unreliable
,"Jackson County, CO","08057","2023 ","2023",0,1309,Unreliable
,"Jefferson County, CO","08059","2018","2018",88,580233,15.166321116
,"Jefferson County, CO","08059","2019","2019",85,582881,14.582736442
,"Jefferson County, CO","08059","2020","2020",137,583283,23.487740942
,"Jefferson County, CO","08059","2021","2021",162,579581,27.951226835
,"Jefferson County, CO","08059","2022","2022",159,576143,27.597315250
,"Jefferson County, CO","08059","2023 ","2023",152,576366,26.372131597
,"Kiowa County, CO","08061","2018","2018",0,1383,Unreliable
,"Kiowa County, CO","08061","2019","2019",0,1406,Unreliable
,"Kiowa County, CO","08061","2020","2020",0,1458,Unreliable
,"Kiowa County, CO","08061","2021","2021",Suppressed,1452,Suppressed
,"Kiowa County, CO","08061","2022","2022",0,1424,Unreliable
,"Kiowa County, CO","08061","2023 ","2023",0,1384,Unreliable
,"Kit Carson County, CO","08063","2018","2018",0,7163,Unreliable
,"Kit Carson County, CO","08063","2019","2019",Suppressed,7097,Suppressed
,"Kit Carson County, CO","08063","2020","2020",Suppressed,7121,Suppressed
,"Kit Carson County, CO","08063","2021","2021",Suppressed,6950,Suppressed
,"Kit Carson County, CO","08063","2022","2022",0,6961,Unreliable
,"Kit Carson County, CO","08063","2023 ","2023",Suppressed,6994,Suppressed
,"Lake County, CO","08065","2018","2018",Suppressed,7824,Suppressed
,"Lake County, CO","08065","2019","2019",Suppressed,8127,Suppressed
,"Lake County, CO","08065","2020","2020",Suppressed,7987,Suppressed
,"Lake County, CO","08065","2021","2021",Suppressed,7407,Suppressed
,"Lake County, CO","08065","2022","2022",Suppressed,7327,Suppressed
,"Lake County, CO","08065","2023 ","2023",Suppressed,7365,Suppressed
,"La Plata County, CO","08067","2018","2018",Suppressed,56310,Suppressed
,"La Plata County, CO","08067","2019","2019",Suppressed,56221,Suppressed
,"La Plata County, CO","08067","2020","2020",Suppressed,56564,Suppressed
,"La Plata County, CO","08067","2021","2021",12,56250,Unreliable
,"La Plata County, CO","08067","2022","2022",18,56607,Unreliable
,"La Plata County, CO","08067","2023 ","2023",12,56407,Unreliable
,"Larimer County, CO","08069","2018","2018",38,350518,10.841098032
,"Larimer County, CO","08069","2019","2019",41,356899,11.487843900
,"Larimer County, CO","08069","2020","2020",54,360428,14.982187843
,"Larimer County, CO","08069","2021","2021",73,362533,20.136097955
,"Larimer County, CO","08069","2022","2022",60,366778,16.358669277
,"Larimer County, CO","08069","2023 ","2023",62,370771,16.721911908
,"Las Animas County, CO","08071","2018","2018",Suppressed,14503,Suppressed
,"Las Animas County, CO","08071","2019","2019",Suppressed,14506,Suppressed
,"Las Animas County, CO","08071","2020","2020",Suppressed,14420,Suppressed
,"Las Animas County, CO","08071","2021","2021",16,14633,Unreliable
,"Las Animas County, CO","08071","2022","2022",Suppressed,14327,Suppressed
,"Las Animas County, CO","08071","2023 ","2023",Suppressed,14348,Suppressed
,"Lincoln County, CO","08073","2018","2018",Suppressed,5610,Suppressed
,"Lincoln County, CO","08073","2019","2019",0,5701,Unreliable
,"Lincoln County, CO","08073","2020","2020",Suppressed,5680,Suppressed
,"Lincoln County, CO","08073","2021","2021",Suppressed,5688,Suppressed
,"Lincoln County, CO","08073","2022","2022",Suppressed,5510,Suppressed
,"Lincoln County, CO","08073","2023 ","2023",Suppressed,5480,Suppressed
,"Logan County, CO","08075","2018","2018",Suppressed,21528,Suppressed
,"Logan County, CO","08075","2019","2019",Suppressed,22409,Suppressed
,"Logan County, CO","08075","2020","2020",Suppressed,21974,Suppressed
,"Logan County, CO","08075","2021","2021",Suppressed,21487,Suppressed
,"Logan County, CO","08075","2022","2022",11,20823,Unreliable
,"Logan County, CO","08075","2023 ","2023",Suppressed,20619,Suppressed
,"Mesa County, CO","08077","2018","2018",21,153207,13.706945505
,"Mesa County, CO","08077","2019","2019",28,154210,18.157058557
,"Mesa County, CO","08077","2020","2020",36,155603,23.135800724
,"Mesa County, CO","08077","2021","2021",36,157335,22.881113548
,"Mesa County, CO","08077","2022","2022",35,158636,22.063087824
,"Mesa County, CO","08077","2023 ","2023",37,159681,23.171197575
,"Mineral County, CO","08079","2018","2018",0,776,Unreliable
,"Mineral County, CO","08079","2019","2019",0,769,Unreliable
,"Mineral County, CO","08079","2020","2020",0,773,Unreliable
,"Mineral County, CO","08079","2021","2021",0,924,Unreliable
,"Mineral County, CO","08079","2022","2022",0,931,Unreliable
,"Mineral County, CO","08079","2023 ","2023",0,944,Unreliable
,"Moffat County, CO","08081","2018","2018",0,13188,Unreliable
,"Moffat County, CO","08081","2019","2019",Suppressed,13283,Suppressed
,"Moffat County, CO","08081","2020","2020",Suppressed,13144,Suppressed
,"Moffat County, CO","08081","2021","2021",Suppressed,13185,Suppressed
,"Moffat County, CO","08081","2022","2022",Suppressed,13177,Suppressed
,"Moffat County, CO","08081","2023 ","2023",Suppressed,13327,Suppressed
,"Montezuma County, CO","08083","2018","2018",Suppressed,26158,Suppressed
,"Montezuma County, CO","08083","2019","2019",Suppressed,26183,Suppressed
,"Montezuma County, CO","08083","2020","2020",Suppressed,26408,Suppressed
,"Montezuma County, CO","08083","2021","2021",10,26175,Unreliable
,"Montezuma County, CO","08083","2022","2022",Suppressed,26468,Suppressed
,"Montezuma County, CO","08083","2023 ","2023",Suppressed,26531,Suppressed
,"Montrose County, CO","08085","2018","2018",Suppressed,42214,Suppressed
,"Montrose County, CO","08085","2019","2019",Suppressed,42758,Suppressed
,"Montrose County, CO","08085","2020","2020",Suppressed,43322,Suppressed
,"Montrose County, CO","08085","2021","2021",Suppressed,43168,Suppressed
,"Montrose County, CO","08085","2022","2022",13,43811,Unreliable
,"Montrose County, CO","08085","2023 ","2023",Suppressed,44156,Suppressed
,"Morgan County, CO","08087","2018","2018",Suppressed,28558,Suppressed
,"Morgan County, CO","08087","2019","2019",Suppressed,29068,Suppressed
,"Morgan County, CO","08087","2020","2020",Suppressed,28941,Suppressed
,"Morgan County, CO","08087","2021","2021",Suppressed,29008,Suppressed
,"Morgan County, CO","08087","2022","2022",Suppressed,29239,Suppressed
,"Morgan County, CO","08087","2023 ","2023",Suppressed,29524,Suppressed
,"Otero County, CO","08089","2018","2018",Suppressed,18432,Suppressed
,"Otero County, CO","08089","2019","2019",Suppressed,18278,Suppressed
,"Otero County, CO","08089","2020","2020",Suppressed,18201,Suppressed
,"Otero County, CO","08089","2021","2021",Suppressed,18594,Suppressed
,"Otero County, CO","08089","2022","2022",Suppressed,18303,Suppressed
,"Otero County, CO","08089","2023 ","2023",12,18136,Unreliable
,"Ouray County, CO","08091","2018","2018",0,4833,Unreliable
,"Ouray County, CO","08091","2019","2019",0,4952,Unreliable
,"Ouray County, CO","08091","2020","2020",Suppressed,5001,Suppressed
,"Ouray County, CO","08091","2021","2021",0,5035,Unreliable
,"Ouray County, CO","08091","2022","2022",0,5100,Unreliable
,"Ouray County, CO","08091","2023 ","2023",Suppressed,5176,Suppressed
,"Park County, CO","08093","2018","2018",Suppressed,18556,Suppressed
,"Park County, CO","08093","2019","2019",Suppressed,18845,Suppressed
,"Park County, CO","08093","2020","2020",Suppressed,18955,Suppressed
,"Park County, CO","08093","2021","2021",Suppressed,17720,Suppressed
,"Park County, CO","08093","2022","2022",Suppressed,17939,Suppressed
,"Park County, CO","08093","2023 ","2023",Suppressed,18117,Suppressed
,"Phillips County, CO","08095","2018","2018",0,4286,Unreliable
,"Phillips County, CO","08095","2019","2019",0,4265,Unreliable
,"Phillips County, CO","08095","2020","2020",Suppressed,4367,Suppressed
,"Phillips County, CO","08095","2021","2021",0,4512,Unreliable
,"Phillips County, CO","08095","2022","2022",Suppressed,4449,Suppressed
,"Phillips County, CO","08095","2023 ","2023",0,4476,Unreliable
,"Pitkin County, CO","08097","2018","2018",Suppressed,17950,Suppressed
,"Pitkin County, CO","08097","2019","2019",Suppressed,17767,Suppressed
,"Pitkin County, CO","08097","2020","2020",Suppressed,17894,Suppressed
,"Pitkin County, CO","08097","2021","2021",Suppressed,17348,Suppressed
,"Pitkin County, CO","08097","2022","2022",Suppressed,16876,Suppressed
,"Pitkin County, CO","08097","2023 ","2023",Suppressed,16640,Suppressed
,"Prowers County, CO","08099","2018","2018",Suppressed,12164,Suppressed
,"Prowers County, CO","08099","2019","2019",Suppressed,12172,Suppressed
,"Prowers County, CO","08099","2020","2020",Suppressed,12106,Suppressed
,"Prowers County, CO","08099","2021","2021",Suppressed,11996,Suppressed
,"Prowers County, CO","08099","2022","2022",Suppressed,11854,Suppressed
,"Prowers County, CO","08099","2023 ","2023",Suppressed,11751,Suppressed
,"Pueblo County, CO","08101","2018","2018",44,167529,26.264109498
,"Pueblo County, CO","08101","2019","2019",51,168424,30.280720087
,"Pueblo County, CO","08101","2020","2020",69,169823,40.630538855
,"Pueblo County, CO","08101","2021","2021",71,169622,41.857777883
,"Pueblo County, CO","08101","2022","2022",74,169544,43.646487048
,"Pueblo County, CO","08101","2023 ","2023",70,169422,41.316948212
,"Rio Blanco County, CO","08103","2018","2018",Suppressed,6336,Suppressed
,"Rio Blanco County, CO","08103","2019","2019",Suppressed,6324,Suppressed
,"Rio Blanco County, CO","08103","2020","2020",0,6342,Unreliable
,"Rio Blanco County, CO","08103","2021","2021",Suppressed,6476,Suppressed
,"Rio Blanco County, CO","08103","2022","2022",Suppressed,6569,Suppressed
,"Rio Blanco County, CO","08103","2023 ","2023",0,6569,Unreliable
,"Rio Grande County, CO","08105","2018","2018",Suppressed,11250,Suppressed
,"Rio Grande County, CO","08105","2019","2019",Suppressed,11267,Suppressed
,"Rio Grande County, CO","08105","2020","2020",Suppressed,11296,Suppressed
,"Rio Grande County, CO","08105","2021","2021",Suppressed,11408,Suppressed
,"Rio Grande County, CO","08105","2022","2022",Suppressed,11325,Suppressed
,"Rio Grande County, CO","08105","2023 ","2023",Suppressed,11188,Suppressed
,"Routt County, CO","08107","2018","2018",Suppressed,25733,Suppressed
,"Routt County, CO","08107","2019","2019",Suppressed,25638,Suppressed
,"Routt County, CO","08107","2020","2020",Suppressed,25560,Suppressed
,"Routt County, CO","08107","2021","2021",Suppressed,25091,Suppressed
,"Routt County, CO","08107","2022","2022",Suppressed,25007,Suppressed
,"Routt County, CO","08107","2023 ","2023",Suppressed,25064,Suppressed
,"Saguache County, CO","08109","2018","2018",Suppressed,6843,Suppressed
,"Saguache County, CO","08109","2019","2019",Suppressed,6824,Suppressed
,"Saguache County, CO","08109","2020","2020",Suppressed,6938,Suppressed
,"Saguache County, CO","08109","2021","2021",Suppressed,6471,Suppressed
,"Saguache County, CO","08109","2022","2022",Suppressed,6623,Suppressed
,"Saguache County, CO","08109","2023 ","2023",Suppressed,6688,Suppressed
,"San Juan County, CO","08111","2018","2018",0,762,Unreliable
,"San Juan County, CO","08111","2019","2019",Suppressed,728,Suppressed
,"San Juan County, CO","08111","2020","2020",0,748,Unreliable
,"San Juan County, CO","08111","2021","2021",0,733,Unreliable
,"San Juan County, CO","08111","2022","2022",0,803,Unreliable
,"San Juan County, CO","08111","2023 ","2023",0,802,Unreliable
,"San Miguel County, CO","08113","2018","2018",Suppressed,8191,Suppressed
,"San Miguel County, CO","08113","2019","2019",0,8179,Unreliable
,"San Miguel County, CO","08113","2020","2020",0,8105,Unreliable
,"San Miguel County, CO","08113","2021","2021",Suppressed,8074,Suppressed
,"San Miguel County, CO","08113","2022","2022",Suppressed,8003,Suppressed
,"San Miguel County, CO","08113","2023 ","2023",Suppressed,7868,Suppressed
,"Sedgwick County, CO","08115","2018","2018",Suppressed,2303,Suppressed
,"Sedgwick County, CO","08115","2019","2019",0,2248,Unreliable
,"Sedgwick County, CO","08115","2020","2020",0,2260,Unreliable
,"Sedgwick County, CO","08115","2021","2021",Suppressed,2336,Suppressed
,"Sedgwick County, CO","08115","2022","2022",0,2295,Unreliable
,"Sedgwick County, CO","08115","2023 ","2023",Suppressed,2299,Suppressed
,"Summit County, CO","08117","2018","2018",Suppressed,31007,Suppressed
,"Summit County, CO","08117","2019","2019",Suppressed,31011,Suppressed
,"Summit County, CO","08117","2020","2020",Suppressed,30631,Suppressed
,"Summit County, CO","08117","2021","2021",Suppressed,30941,Suppressed
,"Summit County, CO","08117","2022","2022",Suppressed,30565,Suppressed
,"Summit County, CO","08117","2023 ","2023",Suppressed,30465,Suppressed
,"Teller County, CO","08119","2018","2018",Suppressed,25083,Suppressed
,"Teller County, CO","08119","2019","2019",Suppressed,25388,Suppressed
,"Teller County, CO","08119","2020","2020",Suppressed,25529,Suppressed
,"Teller County, CO","08119","2021","2021",Suppressed,24926,Suppressed
,"Teller County, CO","08119","2022","2022",Suppressed,24857,Suppressed
,"Teller County, CO","08119","2023 ","2023",Suppressed,24617,Suppressed
,"Washington County, CO","08121","2018","2018",Suppressed,4909,Suppressed
,"Washington County, CO","08121","2019","2019",0,4908,Unreliable
,"Washington County, CO","08121","2020","2020",Suppressed,4875,Suppressed
,"Washington County, CO","08121","2021","2021",Suppressed,4861,Suppressed
